pet_id,issue_date,listing_date,condition,color_type,X1,X2,log_days_btw_issue_list,listing_year,issue_year,listing_month,issue_month,length(cm),height(cm),size,breed_category,pet_category
ANSL_59023,2014-07-22 00:00:00,2016-08-12 16:25:00,2.0,Black,0,7,6.62,2016,2014,8,7,44.0,31.63,1391.72,1.0,2
ANSL_71511,2017-06-10 00:00:00,2017-09-22 19:01:00,0.0,Brown Tabby,0,1,4.64,2017,2017,9,6,14.000000000000002,15.05,210.70000000000005,1.0,1
ANSL_73639,2011-05-31 00:00:00,2017-08-04 17:28:00,1.0,Black,13,9,7.72,2017,2011,8,5,55.00000000000001,41.82,2300.1000000000004,0.0,2
ANSL_65951,2017-07-08 00:00:00,2017-11-21 15:49:00,0.0,Calico Point,13,9,4.91,2017,2017,11,7,13.0,29.26,380.38,1.0,1
ANSL_67300,2017-10-04 00:00:00,2017-11-25 16:26:00,2.0,Orange Tabby,13,9,3.95,2017,2017,11,10,39.0,46.06,1796.3400000000001,1.0,1
ANSL_51152,2015-08-27 00:00:00,2016-10-20 12:52:00,0.0,Tan,0,1,6.04,2016,2015,10,8,95.0,48.98,4653.099999999999,1.0,2
ANSL_68489,2018-09-15 00:00:00,2018-10-16 15:40:00,2.0,Brown Tabby,13,9,3.43,2018,2018,10,9,77.0,26.46,2037.42,1.0,1
ANSL_50980,2013-01-20 00:00:00,2016-09-04 17:16:00,0.0,Brown Brindle,0,7,7.19,2016,2013,9,1,30.0,16.17,485.1,1.0,2
ANSL_73680,2017-02-02 00:00:00,2017-05-10 14:02:00,0.0,Black,0,1,4.57,2017,2017,5,2,21.0,10.71,224.91000000000003,1.0,1
ANSL_53743,2017-10-09 00:00:00,2017-11-30 19:22:00,2.0,Cream Tabby,13,9,3.95,2017,2017,11,10,43.0,33.49,1440.0700000000002,0.0,1
ANSL_64516,2015-10-12 00:00:00,2017-02-17 18:36:00,0.0,Black,0,1,6.2,2017,2015,2,10,61.0,26.75,1631.75,1.0,1
ANSL_73456,2008-09-12 00:00:00,2016-10-14 14:51:00,0.0,Black,0,1,7.99,2016,2008,10,9,55.00000000000001,44.38,2440.9000000000005,1.0,2
ANSL_69302,2015-08-10 00:00:00,2016-09-04 19:19:00,1.0,Black,0,1,5.97,2016,2015,9,8,40.0,46.39,1855.6,0.0,2
ANSL_74030,2010-02-14 00:00:00,2017-03-09 12:50:00,2.0,Buff,0,7,7.86,2017,2010,3,2,47.0,19.79,930.13,0.0,2
ANSL_51559,2017-07-04 00:00:00,2017-10-04 18:23:00,1.0,Orange Tabby,0,1,4.52,2017,2017,10,7,12.0,16.63,199.56,0.0,1
ANSL_52021,2014-06-16 00:00:00,2016-07-18 13:14:00,0.0,Black,13,9,6.64,2016,2014,7,6,16.0,15.51,248.16,1.0,1
ANSL_59682,2018-01-29 00:00:00,2018-03-20 13:47:00,2.0,Black,13,9,3.91,2018,2018,3,1,55.00000000000001,24.81,1364.5500000000002,1.0,2
ANSL_52447,2013-08-09 00:00:00,2016-09-01 18:27:00,1.0,Tan,0,7,7.02,2016,2013,9,8,83.0,13.77,1142.9099999999999,0.0,2
ANSL_59919,2016-04-25 00:00:00,2017-05-19 17:17:00,0.0,Seal Point,0,1,5.96,2017,2016,5,4,67.0,38.42,2574.1400000000003,1.0,1
ANSL_62036,2018-07-15 00:00:00,2018-12-10 18:49:00,1.0,Orange Tabby,0,1,5.0,2018,2018,12,7,72.0,27.15,1954.8,0.0,1
ANSL_63606,2016-02-04 00:00:00,2017-02-26 17:37:00,1.0,Black,0,7,5.96,2017,2016,2,2,37.0,7.34,271.58,0.0,2
ANSL_56631,2016-10-13 00:00:00,2017-01-20 17:50:00,0.0,Red,0,1,4.6,2017,2016,1,10,64.0,15.98,1022.72,1.0,2
ANSL_60288,2014-10-20 00:00:00,2016-11-09 19:16:00,0.0,Chocolate,0,7,6.62,2016,2014,11,10,74.0,19.23,1423.02,1.0,2
ANSL_71683,2016-10-08 00:00:00,2018-11-01 12:44:00,1.0,Red,0,7,6.63,2018,2016,11,10,54.0,20.32,1097.28,0.0,2
ANSL_61205,2017-06-02 00:00:00,2017-10-02 07:44:00,1.0,Orange Tabby,7,1,4.8,2017,2017,10,6,2.0,49.28,98.56,0.0,1
ANSL_72126,2018-01-22 00:00:00,2018-04-17 18:29:00,0.0,Brown Tabby,0,1,4.44,2018,2018,4,1,4.0,35.11,140.44,1.0,1
ANSL_54876,2016-06-16 00:00:00,2018-07-10 17:27:00,1.0,Brown Brindle,0,1,6.63,2018,2016,7,6,73.0,22.64,1652.72,0.0,2
ANSL_62048,2017-01-06 00:00:00,2017-07-01 18:17:00,0.0,Tricolor,0,1,5.17,2017,2017,7,1,34.0,25.95,882.3,1.0,2
ANSL_59373,2013-07-06 00:00:00,2017-08-26 18:47:00,1.0,Yellow,0,7,7.32,2017,2013,8,7,80.0,44.83,3586.3999999999996,0.0,2
ANSL_51717,2017-08-21 00:00:00,2017-11-15 18:41:00,0.0,Red Tick,0,1,4.45,2017,2017,11,8,14.000000000000002,32.26,451.64000000000004,1.0,2
ANSL_55883,2013-05-31 00:00:00,2018-01-22 18:57:00,1.0,Black,0,7,7.44,2018,2013,1,5,12.0,16.9,202.79999999999998,0.0,2
ANSL_73453,2018-07-19 00:00:00,2018-12-12 17:27:00,1.0,Black,0,1,4.98,2018,2018,12,7,66.0,38.68,2552.88,0.0,1
ANSL_69108,2017-01-29 00:00:00,2018-03-19 14:36:00,2.0,Black,0,7,6.03,2018,2017,3,1,25.0,7.64,191.0,0.0,2
ANSL_74191,2016-06-25 00:00:00,2017-03-19 19:39:00,0.0,Brown Tabby,16,9,5.59,2017,2016,3,6,96.0,18.99,1823.04,1.0,1
ANSL_71643,2015-05-29 00:00:00,2018-06-19 18:06:00,2.0,Red,0,7,7.02,2018,2015,6,5,27.0,35.91,969.5699999999999,0.0,2
ANSL_52061,2018-08-02 00:00:00,2018-11-08 17:56:00,0.0,Tortie,0,1,4.58,2018,2018,11,8,32.0,35.43,1133.76,1.0,1
ANSL_54907,2015-10-29 00:00:00,2017-01-06 15:11:00,0.0,Brown,12,1,6.08,2017,2015,1,10,54.0,46.7,2521.8,1.0,2
ANSL_67696,2016-02-16 00:00:00,2017-03-12 18:45:00,1.0,Sable,0,1,5.97,2017,2016,3,2,2.0,25.23,50.46,0.0,2
ANSL_55332,2018-07-02 00:00:00,2019-03-24 16:07:00,0.0,Brown,13,9,5.58,2019,2018,3,7,4.0,39.85,159.4,1.0,2
ANSL_64653,2015-08-03 00:00:00,2017-03-03 17:23:00,1.0,White,0,1,6.36,2017,2015,3,8,28.000000000000004,25.64,717.9200000000001,0.0,2
ANSL_75437,2019-01-12 00:00:00,2019-04-09 13:33:00,0.0,White,0,1,4.47,2019,2019,4,1,85.0,9.64,819.4000000000001,1.0,1
ANSL_56889,2016-04-25 00:00:00,2017-02-26 13:29:00,2.0,Black,13,9,5.73,2017,2016,2,4,84.0,42.51,3570.8399999999997,1.0,2
ANSL_61434,2015-08-16 00:00:00,2016-09-25 15:42:00,2.0,Brown Tabby,13,9,6.01,2016,2015,9,8,79.0,11.52,910.0799999999999,1.0,1
ANSL_75147,2017-07-24 00:00:00,2018-08-31 16:50:00,0.0,Blue,0,1,6.0,2018,2017,8,7,22.0,41.56,914.32,1.0,1
ANSL_60886,2017-11-17 00:00:00,2017-12-22 13:13:00,2.0,Orange Tabby,13,9,3.56,2017,2017,12,11,61.0,21.23,1295.03,1.0,1
ANSL_60857,2016-02-29 00:00:00,2017-03-23 13:07:00,2.0,Brown Tabby,13,9,5.96,2017,2016,3,2,95.0,16.09,1528.55,1.0,1
ANSL_74361,2018-01-15 00:00:00,2018-02-20 18:36:00,-1.0,Black,13,9,3.58,2018,2018,2,1,3.0,24.26,72.78,2.0,1
ANSL_58480,2017-02-14 00:00:00,2017-05-26 08:25:00,1.0,Orange Tabby,7,1,4.62,2017,2017,5,2,23.0,24.5,563.5,0.0,1
ANSL_54942,2009-01-11 00:00:00,2016-11-07 17:49:00,1.0,Sable,18,4,7.96,2016,2009,11,1,98.0,37.7,3694.6000000000004,0.0,2
ANSL_53033,2016-12-12 00:00:00,2017-03-22 18:03:00,1.0,Orange Tabby,7,1,4.61,2017,2016,3,12,30.0,13.01,390.3,0.0,1
ANSL_70247,2016-10-11 00:00:00,2017-11-01 09:00:00,2.0,White,16,9,5.96,2017,2016,11,10,77.0,17.58,1353.6599999999999,1.0,1
ANSL_64634,2018-02-02 00:00:00,2018-12-24 18:23:00,2.0,White,0,7,5.78,2018,2018,12,2,62.0,17.72,1098.6399999999999,1.0,2
ANSL_55237,2016-03-12 00:00:00,2016-10-23 14:23:00,0.0,White,0,7,5.42,2016,2016,10,3,29.0,12.21,354.09000000000003,1.0,2
ANSL_70418,2018-06-27 00:00:00,2018-07-20 18:47:00,-1.0,Orange Tabby,13,9,3.14,2018,2018,7,6,90.0,44.62,4015.7999999999997,2.0,1
ANSL_50537,2017-09-15 00:00:00,2018-04-09 12:00:00,0.0,Black,0,7,5.33,2018,2017,4,9,91.0,5.77,525.0699999999999,1.0,1
ANSL_61945,2016-08-02 00:00:00,2016-10-06 09:42:00,2.0,Orange Tabby,18,4,4.17,2016,2016,10,8,17.0,49.77,846.09,1.0,1
ANSL_62058,2017-01-01 00:00:00,2018-01-23 08:21:00,-1.0,Brown,15,4,5.96,2018,2017,1,1,22.0,44.97,989.3399999999999,2.0,4
ANSL_59870,2013-02-07 00:00:00,2017-02-28 18:55:00,1.0,White,0,7,7.3,2017,2013,2,2,80.0,34.4,2752.0,0.0,2
ANSL_65703,2014-10-27 00:00:00,2017-11-18 17:02:00,2.0,Black,0,7,7.02,2017,2014,11,10,41.0,11.63,476.83000000000004,1.0,2
ANSL_72924,2011-12-12 00:00:00,2018-07-11 11:28:00,1.0,Chocolate,0,7,7.78,2018,2011,7,12,23.0,16.06,369.38,0.0,2
ANSL_75702,2018-12-24 00:00:00,2019-04-15 18:51:00,2.0,Calico,0,1,4.72,2019,2018,4,12,21.0,16.58,348.17999999999995,1.0,1
ANSL_69223,2017-04-19 00:00:00,2017-07-20 14:49:00,0.0,Black,0,1,4.52,2017,2017,7,4,74.0,49.38,3654.1200000000003,1.0,1
ANSL_56756,2014-07-24 00:00:00,2017-05-14 17:58:00,1.0,White,0,1,6.93,2017,2014,5,7,61.0,36.03,2197.83,0.0,2
ANSL_59086,2017-10-10 00:00:00,2018-11-03 16:40:00,2.0,Brown Tabby,17,9,5.96,2018,2017,11,10,77.0,9.17,706.09,1.0,1
ANSL_59599,2016-03-04 00:00:00,2017-04-05 12:59:00,0.0,Brown Tabby,0,1,5.98,2017,2016,4,3,41.0,36.66,1503.06,1.0,1
ANSL_59998,2012-02-06 00:00:00,2017-03-05 00:00:00,0.0,White,13,9,7.53,2017,2012,3,2,35.0,32.59,1140.65,1.0,2
ANSL_63838,2010-02-17 00:00:00,2016-10-01 14:36:00,0.0,Brown,0,7,7.79,2016,2010,10,2,27.0,17.23,465.21000000000004,1.0,2
ANSL_51172,2014-08-24 00:00:00,2018-09-28 22:39:00,1.0,Brown Tabby,0,1,7.31,2018,2014,9,8,74.0,14.19,1050.06,0.0,1
ANSL_64419,2016-08-16 00:00:00,2016-09-16 12:56:00,-1.0,Black,13,9,3.43,2016,2016,9,8,73.0,31.47,2297.31,2.0,1
ANSL_74834,2016-07-24 00:00:00,2016-11-14 17:55:00,2.0,Calico Point,13,9,4.73,2016,2016,11,7,76.0,10.78,819.28,1.0,1
ANSL_57196,2016-10-14 00:00:00,2017-02-10 07:49:00,1.0,Brown Tabby,7,1,4.78,2017,2016,2,10,99.0,6.89,682.11,0.0,1
ANSL_61400,2012-01-16 00:00:00,2017-08-12 18:35:00,0.0,Gray,0,1,7.62,2017,2012,8,1,59.0,41.17,2429.03,1.0,1
ANSL_58031,2017-10-30 00:00:00,2018-11-20 17:05:00,1.0,Brown,0,1,5.96,2018,2017,11,10,50.0,20.84,1042.0,0.0,2
ANSL_64367,2016-05-13 00:00:00,2018-09-29 17:22:00,0.0,Cream Tabby,0,1,6.77,2018,2016,9,5,71.0,39.13,2778.23,1.0,1
ANSL_55323,2015-06-13 00:00:00,2016-08-19 12:19:00,0.0,Black,0,1,6.07,2016,2015,8,6,7.000000000000001,6.3,44.1,1.0,2
ANSL_76250,2016-06-20 00:00:00,2019-04-28 18:42:00,2.0,Brown,0,7,6.95,2019,2016,4,6,27.0,48.33,1304.9099999999999,0.0,2
ANSL_61455,2010-04-20 00:00:00,2017-05-11 12:34:00,1.0,Brown Brindle,0,7,7.85,2017,2010,5,4,18.0,27.89,502.02,0.0,2
ANSL_54132,2018-05-02 00:00:00,2018-09-22 18:29:00,2.0,White,18,4,4.96,2018,2018,9,5,76.0,25.93,1970.68,0.0,1
ANSL_72112,2010-02-16 00:00:00,2019-03-23 14:51:00,2.0,Black,13,9,8.11,2019,2010,3,2,43.0,33.61,1445.23,0.0,2
ANSL_64831,2018-09-22 00:00:00,2019-01-20 17:49:00,1.0,Black Brindle,0,1,4.79,2019,2018,1,9,93.0,11.11,1033.23,0.0,2
ANSL_76171,2017-03-23 00:00:00,2019-04-27 13:18:00,1.0,Black,0,7,6.64,2019,2017,4,3,78.0,41.71,3253.38,0.0,2
ANSL_76302,2018-12-30 00:00:00,2019-04-30 13:22:00,0.0,Blue,7,1,4.8,2019,2018,4,12,32.0,18.37,587.84,1.0,1
ANSL_65905,2017-11-22 00:00:00,2018-01-23 15:58:00,2.0,Black,13,9,4.13,2018,2017,1,11,36.0,30.27,1089.72,1.0,1
ANSL_72633,2018-08-01 00:00:00,2018-11-03 22:13:00,0.0,Brown Tabby,0,1,4.54,2018,2018,11,8,52.0,42.05,2186.6,1.0,1
ANSL_60918,2012-01-10 00:00:00,2016-11-25 15:43:00,1.0,Blue,18,4,7.48,2016,2012,11,1,45.0,15.36,691.1999999999999,0.0,2
ANSL_54888,2017-01-02 00:00:00,2018-01-29 00:00:00,0.0,Tan,13,9,5.97,2018,2017,1,1,8.0,25.63,205.04,1.0,2
ANSL_63090,2017-08-05 00:00:00,2017-11-02 17:37:00,0.0,Black,0,1,4.49,2017,2017,11,8,18.0,14.66,263.88,1.0,2
ANSL_51351,2015-11-20 00:00:00,2017-09-15 16:35:00,0.0,Tan,0,1,6.5,2017,2015,9,11,77.0,12.08,930.16,1.0,2
ANSL_53083,2013-06-21 00:00:00,2016-08-27 09:00:00,0.0,Blue Tabby,16,9,7.06,2016,2013,8,6,31.0,41.46,1285.26,1.0,1
ANSL_53355,2016-07-05 00:00:00,2016-09-30 18:14:00,0.0,Brown,0,1,4.47,2016,2016,9,7,48.0,32.53,1561.44,1.0,2
ANSL_65978,2016-08-22 00:00:00,2017-09-28 18:24:00,1.0,Tan,0,1,6.0,2017,2016,9,8,21.0,9.22,193.62,0.0,2
ANSL_62037,2018-09-14 00:00:00,2019-01-09 13:15:00,1.0,Orange Tabby,0,1,4.76,2019,2018,1,9,46.0,42.48,1954.08,0.0,1
ANSL_61880,2018-08-04 00:00:00,2018-11-10 18:49:00,1.0,Brown Tabby,0,1,4.58,2018,2018,11,8,12.0,20.65,247.79999999999998,0.0,1
ANSL_65297,2013-09-27 00:00:00,2018-05-07 00:00:00,0.0,White,0,1,7.43,2018,2013,5,9,44.0,20.4,897.5999999999999,1.0,2
ANSL_70033,2017-01-19 00:00:00,2017-07-14 19:44:00,1.0,Buff,0,1,5.17,2017,2017,7,1,83.0,14.39,1194.3700000000001,0.0,2
ANSL_56452,2018-01-29 00:00:00,2018-04-22 15:29:00,2.0,Black,13,9,4.42,2018,2018,4,1,74.0,16.69,1235.0600000000002,0.0,2
ANSL_58643,2015-03-20 00:00:00,2018-04-25 11:55:00,1.0,Tan,0,1,7.03,2018,2015,4,3,87.0,37.48,3260.7599999999998,0.0,2
ANSL_74916,2016-11-23 00:00:00,2018-12-25 14:14:00,1.0,Tan,13,9,6.64,2018,2016,12,11,81.0,26.86,2175.66,0.0,2
ANSL_61573,2018-01-09 00:00:00,2018-02-05 14:56:00,-1.0,Black,13,9,3.3,2018,2018,2,1,90.0,5.91,531.9,2.0,1
ANSL_51066,2018-11-21 00:00:00,2019-01-12 13:54:00,2.0,Tortie,13,9,3.95,2019,2018,1,11,32.0,6.48,207.36,1.0,1
ANSL_52578,2014-02-12 00:00:00,2018-03-09 17:44:00,1.0,Sable,0,1,7.3,2018,2014,3,2,66.0,43.25,2854.5,0.0,2
ANSL_55700,2017-08-31 00:00:00,2017-12-04 19:26:00,1.0,Black,0,1,4.55,2017,2017,12,8,59.0,31.68,1869.12,0.0,2
ANSL_71188,2015-08-12 00:00:00,2017-09-03 13:04:00,1.0,Brown,0,7,6.62,2017,2015,9,8,40.0,28.75,1150.0,0.0,2
ANSL_73102,2016-04-16 00:00:00,2018-05-08 13:18:00,2.0,White,0,1,6.62,2018,2016,5,4,56.00000000000001,28.36,1588.16,0.0,2
ANSL_64867,2012-08-30 00:00:00,2017-01-01 12:21:00,1.0,White,13,9,7.37,2017,2012,1,8,42.0,14.06,590.52,0.0,2
ANSL_76265,2015-02-21 00:00:00,2019-04-29 11:26:00,1.0,White,0,7,7.33,2019,2015,4,2,75.0,21.12,1584.0,0.0,2
ANSL_65980,2003-08-31 00:00:00,2017-10-12 19:16:00,0.0,White,0,1,8.55,2017,2003,10,8,22.0,23.88,525.36,1.0,1
ANSL_55367,2016-07-22 00:00:00,2016-12-28 17:00:00,0.0,Black,0,1,5.07,2016,2016,12,7,74.0,20.7,1531.8,1.0,1
ANSL_67834,2017-03-04 00:00:00,2017-09-19 22:32:00,0.0,Red,0,1,5.29,2017,2017,9,3,24.0,25.93,622.3199999999999,1.0,2
ANSL_63983,2016-07-13 00:00:00,2016-10-31 14:09:00,2.0,Orange Tabby,13,9,4.7,2016,2016,10,7,55.00000000000001,8.37,460.35,0.0,1
ANSL_74793,2016-06-26 00:00:00,2017-10-26 11:34:00,0.0,Black,0,7,6.19,2017,2016,10,6,48.0,18.39,882.72,1.0,1
ANSL_76666,2018-06-11 00:00:00,2019-05-08 17:25:00,0.0,White,0,1,5.8,2019,2018,5,6,40.0,33.81,1352.4,1.0,2
ANSL_74668,2014-12-12 00:00:00,2017-01-17 11:44:00,0.0,Black,13,9,6.64,2017,2014,1,12,84.0,41.97,3525.48,1.0,2
ANSL_61545,2016-08-31 00:00:00,2018-09-25 11:39:00,1.0,Brown Tabby,17,9,6.63,2018,2016,9,8,99.0,42.03,4160.97,0.0,1
ANSL_72339,2009-08-20 00:00:00,2016-11-27 19:02:00,0.0,Blue,0,1,7.88,2016,2009,11,8,98.0,36.06,3533.88,1.0,2
ANSL_68152,2016-01-07 00:00:00,2017-01-29 19:00:00,0.0,White,0,1,5.96,2017,2016,1,1,56.00000000000001,9.62,538.72,1.0,2
ANSL_61033,2016-12-19 00:00:00,2018-03-09 14:22:00,1.0,Black,0,1,6.1,2018,2016,3,12,31.0,48.96,1517.76,0.0,1
ANSL_62086,2014-09-22 00:00:00,2016-10-24 15:51:00,2.0,Black,13,9,6.64,2016,2014,10,9,56.99999999999999,35.64,2031.4799999999998,1.0,2
ANSL_61675,2016-09-12 00:00:00,2016-10-10 12:23:00,-1.0,Tortie,13,9,3.33,2016,2016,10,9,60.0,31.86,1911.6,2.0,1
ANSL_51084,2017-04-18 00:00:00,2018-05-15 11:40:00,0.0,Tan,0,1,5.97,2018,2017,5,4,77.0,8.31,639.87,1.0,2
ANSL_61546,2018-06-30 00:00:00,2018-09-24 17:11:00,0.0,Torbie,0,1,4.45,2018,2018,9,6,53.0,7.79,412.87,1.0,1
ANSL_53120,2014-08-28 00:00:00,2016-09-24 13:13:00,0.0,Brown Brindle,0,1,6.63,2016,2014,9,8,63.0,19.53,1230.39,1.0,2
ANSL_52644,2017-07-06 00:00:00,2017-08-18 16:17:00,-1.0,White,13,9,3.76,2017,2017,8,7,35.0,17.62,616.7,2.0,1
ANSL_56399,2008-01-29 00:00:00,2018-02-23 00:00:00,1.0,Brown Tabby,13,9,8.21,2018,2008,2,1,65.0,6.47,420.55,0.0,1
ANSL_60086,2010-08-24 00:00:00,2016-12-21 18:09:00,1.0,Black,0,7,7.75,2016,2010,12,8,2.0,38.14,76.28,0.0,2
ANSL_74083,2017-08-25 00:00:00,2018-09-15 14:58:00,2.0,Brown,13,9,5.96,2018,2017,9,8,86.0,19.46,1673.5600000000002,1.0,2
ANSL_73501,2018-07-27 00:00:00,2018-11-14 12:29:00,1.0,Black,0,1,4.7,2018,2018,11,7,51.0,23.09,1177.59,0.0,1
ANSL_61872,2016-12-22 00:00:00,2019-01-13 15:03:00,2.0,Black,13,9,6.62,2019,2016,1,12,66.0,23.54,1553.6399999999999,1.0,2
ANSL_54427,2017-03-02 00:00:00,2017-09-08 17:25:00,1.0,Black,0,1,5.25,2017,2017,9,3,2.0,16.84,33.68,0.0,2
ANSL_66282,2018-07-03 00:00:00,2018-10-11 16:40:00,1.0,Black,7,1,4.61,2018,2018,10,7,87.0,35.27,3068.4900000000002,0.0,1
ANSL_57622,2007-04-21 00:00:00,2017-05-28 14:02:00,1.0,Tan,0,1,8.21,2017,2007,5,4,79.0,49.46,3907.34,0.0,2
ANSL_59582,2014-05-24 00:00:00,2018-02-28 16:11:00,0.0,Fawn,0,7,7.23,2018,2014,2,5,44.0,47.83,2104.52,1.0,2
ANSL_74346,2009-10-16 00:00:00,2017-03-05 00:00:00,0.0,White,13,9,7.9,2017,2009,3,10,78.0,41.7,3252.6000000000004,1.0,2
ANSL_69526,2016-11-27 00:00:00,2017-03-09 17:47:00,1.0,Blue Smoke,0,1,4.62,2017,2016,3,11,3.0,5.29,15.870000000000001,0.0,1
ANSL_72736,2017-11-14 00:00:00,2018-02-08 18:18:00,1.0,Black,0,1,4.45,2018,2017,2,11,89.0,29.06,2586.3399999999997,0.0,2
ANSL_54884,2018-07-20 00:00:00,2018-09-01 14:51:00,2.0,Brown Tabby,13,9,3.76,2018,2018,9,7,84.0,18.7,1570.8,0.0,1
ANSL_53911,2016-05-03 00:00:00,2018-09-07 14:44:00,0.0,Black,0,1,6.75,2018,2016,9,5,5.0,39.79,198.95,1.0,2
ANSL_74493,2013-09-11 00:00:00,2016-10-06 11:40:00,1.0,Red,13,9,7.02,2016,2013,10,9,63.0,21.14,1331.82,0.0,2
ANSL_50162,2014-10-01 00:00:00,2017-11-17 18:22:00,1.0,White,13,9,7.04,2017,2014,11,10,92.0,41.22,3792.24,0.0,1
ANSL_66440,2014-03-12 00:00:00,2017-04-03 14:24:00,0.0,Blue,0,7,7.02,2017,2014,4,3,49.0,6.76,331.24,1.0,2
ANSL_72611,2017-08-25 00:00:00,2018-09-19 18:29:00,0.0,Blue Tabby,17,9,5.97,2018,2017,9,8,57.99999999999999,31.87,1848.4599999999998,1.0,1
ANSL_64586,2016-05-03 00:00:00,2016-07-26 14:32:00,2.0,Tan,13,9,4.43,2016,2016,7,5,65.0,43.16,2805.3999999999996,1.0,2
ANSL_52737,2016-02-12 00:00:00,2017-03-13 13:30:00,2.0,Tortie,13,9,5.98,2017,2016,3,2,10.0,15.88,158.8,1.0,1
ANSL_62181,2016-09-21 00:00:00,2016-10-16 18:58:00,-1.0,Black,13,9,3.22,2016,2016,10,9,65.0,15.52,1008.8,2.0,1
ANSL_67078,2006-09-04 00:00:00,2016-09-26 11:07:00,1.0,Brown,0,7,8.21,2016,2006,9,9,34.0,12.8,435.20000000000005,0.0,2
ANSL_64207,2005-06-05 00:00:00,2017-11-22 14:31:00,1.0,Blue,13,9,8.42,2017,2005,11,6,65.0,31.45,2044.25,0.0,1
ANSL_64370,2015-08-26 00:00:00,2017-09-21 14:16:00,1.0,Black,0,1,6.63,2017,2015,9,8,67.0,6.31,422.77,0.0,2
ANSL_76222,2019-01-26 00:00:00,2019-04-28 12:46:00,0.0,Brown,13,9,4.52,2019,2019,4,1,37.0,31.22,1155.1399999999999,1.0,2
ANSL_51857,2016-10-23 00:00:00,2018-11-14 08:47:00,-1.0,Black,15,4,6.62,2018,2016,11,10,93.0,28.56,2656.08,2.0,4
ANSL_69714,2015-08-26 00:00:00,2017-01-19 18:01:00,1.0,White,0,7,6.24,2017,2015,1,8,56.99999999999999,44.36,2528.5199999999995,0.0,2
ANSL_54638,2013-08-10 00:00:00,2017-06-01 18:11:00,1.0,Blue,0,1,7.24,2017,2013,6,8,19.0,41.74,793.0600000000001,0.0,2
ANSL_62567,2018-04-13 00:00:00,2019-03-20 15:37:00,1.0,Tan,0,1,5.83,2019,2018,3,4,89.0,27.69,2464.4100000000003,0.0,2
ANSL_67126,2015-11-12 00:00:00,2016-09-13 17:58:00,1.0,Black,0,7,5.72,2016,2015,9,11,40.0,13.68,547.2,0.0,2
ANSL_76002,2016-01-28 00:00:00,2019-04-23 15:55:00,1.0,Black,0,1,7.07,2019,2016,4,1,46.0,36.32,1670.72,0.0,2
ANSL_62932,2016-06-29 00:00:00,2016-11-20 09:00:00,2.0,Orange Tabby,16,9,4.97,2016,2016,11,6,9.0,17.51,157.59,0.0,1
ANSL_61547,2013-03-23 00:00:00,2018-04-26 18:37:00,0.0,Brown Brindle,0,7,7.53,2018,2013,4,3,76.0,5.48,416.48,1.0,2
ANSL_71532,2010-12-13 00:00:00,2019-01-03 14:50:00,2.0,Black,13,9,7.99,2019,2010,1,12,99.0,10.48,1037.52,1.0,2
ANSL_58148,2018-08-12 00:00:00,2018-11-12 18:40:00,0.0,Gray Tabby,7,1,4.52,2018,2018,11,8,86.0,34.88,2999.6800000000003,1.0,1
ANSL_68836,2018-09-02 00:00:00,2018-12-08 17:23:00,0.0,Black,0,1,4.57,2018,2018,12,9,24.0,12.13,291.12,1.0,2
ANSL_56256,2017-03-09 00:00:00,2018-03-31 18:13:00,1.0,Tan,0,1,5.96,2018,2017,3,3,98.0,29.42,2883.1600000000003,0.0,2
ANSL_56157,2006-10-21 00:00:00,2019-03-18 15:58:00,1.0,Brown,0,7,8.42,2019,2006,3,10,62.0,26.89,1667.18,0.0,2
ANSL_69073,2016-12-03 00:00:00,2017-11-03 15:06:00,1.0,Blue,0,1,5.81,2017,2016,11,12,66.0,43.9,2897.4,0.0,2
ANSL_70956,2013-03-25 00:00:00,2016-07-29 16:11:00,0.0,Brown,15,4,7.11,2016,2013,7,3,61.0,44.52,2715.7200000000003,1.0,2
ANSL_53127,2006-02-25 00:00:00,2017-12-01 15:09:00,1.0,White,0,7,8.37,2017,2006,12,2,22.0,38.89,855.58,0.0,2
ANSL_73785,2016-10-23 00:00:00,2017-11-14 16:21:00,2.0,Brown,0,7,5.96,2017,2016,11,10,29.0,23.76,689.0400000000001,0.0,2
ANSL_68653,2016-02-06 00:00:00,2017-04-25 14:03:00,0.0,Black,0,1,6.1,2017,2016,4,2,84.0,35.91,3016.4399999999996,1.0,2
ANSL_71770,2018-08-17 00:00:00,2019-03-11 19:22:00,2.0,Orange Tabby,17,9,5.33,2019,2018,3,8,56.99999999999999,42.33,2412.8099999999995,1.0,1
ANSL_61517,2017-08-10 00:00:00,2017-09-26 11:03:00,2.0,Tortie,13,9,3.85,2017,2017,9,8,47.0,42.78,2010.66,1.0,1
ANSL_57544,2016-03-25 00:00:00,2018-04-15 18:05:00,2.0,Chocolate Point,0,7,6.62,2018,2016,4,3,40.0,37.02,1480.8000000000002,1.0,1
ANSL_68672,2015-03-12 00:00:00,2017-04-12 18:12:00,1.0,White,0,1,6.64,2017,2015,4,3,60.0,10.9,654.0,0.0,2
ANSL_73407,2013-11-29 00:00:00,2016-12-21 11:08:00,0.0,Red,0,7,7.02,2016,2013,12,11,71.0,20.28,1439.88,1.0,2
ANSL_62988,2018-09-09 00:00:00,2018-10-07 17:39:00,2.0,Black,13,9,3.33,2018,2018,10,9,85.0,16.61,1411.85,0.0,1
